branch,CellType,n_signif,hypergeo_p,hypergeo_q
Abnormality of prenatal development or birth,Lymphoid cells,0,1,1
Abnormality of prenatal development or birth,MUC13 DMBT1 positive cells,0,1,1
Abnormality of prenatal development or birth,Megakaryocytes,1,0.343296054057804,1
Abnormality of prenatal development or birth,Mesangial cells,0,1,1
Abnormality of prenatal development or birth,Mesothelial cells,0,1,1
Abnormality of prenatal development or birth,Metanephric cells,1,0.147190366880722,1
Abnormality of prenatal development or birth,Microglia,0,1,1
Abnormality of prenatal development or birth,Myeloid cells,0,1,1
Abnormality of prenatal development or birth,Neuroendocrine cells,0,1,1
Abnormality of prenatal development or birth,Oligodendrocytes,0,1,1
Abnormality of prenatal development or birth,PAEP MECOM positive cells,0,1,1
Abnormality of prenatal development or birth,PDE1C ACSM3 positive cells,0,1,1
Abnormality of prenatal development or birth,PDE11A FAM19A2 positive cells,2,0.043487037399817,0.392019732267618
Abnormality of prenatal development or birth,Parietal and chief cells,0,1,1
Abnormality of prenatal development or birth,Photoreceptor cells,0,1,1
Abnormality of prenatal development or birth,Purkinje neurons,2,0.253856717941959,1
Abnormality of prenatal development or birth,Retinal pigment cells,0,1,1
Abnormality of prenatal development or birth,Retinal progenitors and Muller glia,0,1,1
Abnormality of prenatal development or birth,SATB2 LRRC7 positive cells,0,1,1
Abnormality of prenatal development or birth,SKOR2 NPSR1 positive cells,2,0.24795157130592,1
Abnormality of prenatal development or birth,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of prenatal development or birth,SLC26A4 PAEP positive cells,3,0.0366580420245467,0.337035132643594
Abnormality of prenatal development or birth,STC2 TLX1 positive cells,0,1,1
Abnormality of prenatal development or birth,Satellite cells,6,0.000740714597972991,0.0102424861312198
Abnormality of prenatal development or birth,Schwann cells,0,1,1
Abnormality of prenatal development or birth,Skeletal muscle cells,8,0.000327402349739634,0.0050003267960235
Abnormality of prenatal development or birth,Smooth muscle cells,1,0.534279531082333,1
Abnormality of prenatal development or birth,Squamous epithelial cells,0,1,1
Abnormality of prenatal development or birth,Stellate cells,1,0.269247294325145,1
Abnormality of prenatal development or birth,Stromal cells,0,1,1
Abnormality of prenatal development or birth,Sympathoblasts,0,1,1
Abnormality of prenatal development or birth,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of prenatal development or birth,Thymic epithelial cells,0,1,1
Abnormality of prenatal development or birth,Thymocytes,0,1,1
Abnormality of prenatal development or birth,Trophoblast giant cells,0,1,1
Abnormality of prenatal development or birth,Unipolar brush cells,0,1,1
Abnormality of prenatal development or birth,Ureteric bud cells,0,1,1
Abnormality of prenatal development or birth,Vascular endothelial cells,0,1,1
Abnormality of prenatal development or birth,Visceral neurons,2,0.16120000642723,1
Abnormality of the respiratory system,AFP ALB positive cells,1,0.977620190288119,1
Abnormality of the respiratory system,Acinar cells,2,0.603077576733726,1
Abnormality of the respiratory system,Adrenocortical cells,0,1,1
Abnormality of the respiratory system,Amacrine cells,1,0.999770648537404,1
Abnormality of the respiratory system,Antigen presenting cells,27,4.58563400973088e-08,1.19355657042009e-06
Abnormality of the respiratory system,Astrocytes,3,0.640706096942135,1
Abnormality of the respiratory system,Bipolar cells,0,1,1
Abnormality of the respiratory system,Bronchiolar and alveolar epithelial cells,36,1.21695051641106e-41,1.07091645444174e-39
Abnormality of the respiratory system,CCL19 CCL21 positive cells,0,1,1
Abnormality of the respiratory system,CLC IL5RA positive cells,4,0.464122834829236,1
Abnormality of the respiratory system,CSH1 CSH2 positive cells,0,1,1
Abnormality of the respiratory system,Cardiomyocytes,11,0.0691079043710778,0.567606254567786
Abnormality of the respiratory system,Chromaffin cells,0,1,1
Abnormality of the respiratory system,Ciliated epithelial cells,45,1.09965397937933e-29,6.35050173091562e-28
Abnormality of the respiratory system,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of the respiratory system,Ductal cells,0,1,1
Abnormality of the respiratory system,ELF3 AGBL2 positive cells,10,0.0418841388954057,0.381290092013348
Abnormality of the respiratory system,ENS glia,0,1,1
Abnormality of the respiratory system,ENS neurons,4,0.098883134135251,0.758240796190638
Abnormality of the respiratory system,Endocardial cells,1,0.381187620369081,1
Abnormality of the respiratory system,Epicardial fat cells,0,1,1
Abnormality of the respiratory system,Erythroblasts,1,0.987525522165525,1
Abnormality of the respiratory system,Excitatory neurons,0,1,1
Abnormality of the respiratory system,Extravillous trophoblasts,0,1,1
Abnormality of the respiratory system,Ganglion cells,1,0.999055445421686,1
Abnormality of the respiratory system,Goblet cells,0,1,1
Abnormality of the respiratory system,Granule neurons,0,1,1
Abnormality of the respiratory system,Hematopoietic stem cells,2,0.702754687025759,1
Abnormality of the respiratory system,Hepatoblasts,0,1,1
Abnormality of the respiratory system,Horizontal cells,0,1,1
Abnormality of the respiratory system,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of the respiratory system,Inhibitory interneurons,3,0.659764568256003,1
Abnormality of the respiratory system,Inhibitory neurons,0,1,1
Abnormality of the respiratory system,Intestinal epithelial cells,0,1,1
Abnormality of the respiratory system,Islet endocrine cells,0,1,1
Abnormality of the respiratory system,Lens fibre cells,0,1,1
Abnormality of the respiratory system,Limbic system neurons,7,0.834535774929786,1
Abnormality of the respiratory system,Lymphatic endothelial cells,1,0.713412630717232,1
Abnormality of the respiratory system,Lymphoid cells,22,9.7264476611416e-05,0.00166430326646201
Abnormality of the respiratory system,MUC13 DMBT1 positive cells,0,1,1
Abnormality of the respiratory system,Megakaryocytes,0,1,1
Abnormality of the respiratory system,Mesangial cells,0,1,1
Abnormality of the respiratory system,Mesothelial cells,5,0.00567454728113575,0.0647318726885115
Abnormality of the respiratory system,Metanephric cells,0,1,1
Abnormality of the respiratory system,Microglia,1,0.811302626520459,1
Abnormality of the respiratory system,Myeloid cells,18,0.000345730730480802,0.00522298997114347
Abnormality of the respiratory system,Neuroendocrine cells,0,1,1
Abnormality of the respiratory system,Oligodendrocytes,0,1,1
Abnormality of the respiratory system,PAEP MECOM positive cells,2,0.108495055917918,0.821716653017673
Abnormality of the respiratory system,PDE1C ACSM3 positive cells,1,0.147759662430751,1
Abnormality of the respiratory system,PDE11A FAM19A2 positive cells,5,0.0475414557640832,0.418364810723932
Abnormality of the respiratory system,Parietal and chief cells,0,1,1
Abnormality of the respiratory system,Photoreceptor cells,0,1,1
Abnormality of the respiratory system,Purkinje neurons,0,1,1
Abnormality of the respiratory system,Retinal pigment cells,0,1,1
Abnormality of the respiratory system,Retinal progenitors and Muller glia,0,1,1
Abnormality of the respiratory system,SATB2 LRRC7 positive cells,0,1,1
Abnormality of the respiratory system,SKOR2 NPSR1 positive cells,0,1,1
Abnormality of the respiratory system,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of the respiratory system,SLC26A4 PAEP positive cells,0,1,1
Abnormality of the respiratory system,STC2 TLX1 positive cells,0,1,1
Abnormality of the respiratory system,Satellite cells,9,0.212479363798581,1
Abnormality of the respiratory system,Schwann cells,0,1,1
Abnormality of the respiratory system,Skeletal muscle cells,11,0.494661484262625,1
Abnormality of the respiratory system,Smooth muscle cells,3,0.833221607302071,1
Abnormality of the respiratory system,Squamous epithelial cells,2,0.865921327792607,1
Abnormality of the respiratory system,Stellate cells,0,1,1
Abnormality of the respiratory system,Stromal cells,1,0.999526383106496,1
Abnormality of the respiratory system,Sympathoblasts,0,1,1
Abnormality of the respiratory system,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the respiratory system,Thymic epithelial cells,0,1,1
Abnormality of the respiratory system,Thymocytes,12,0.0638336569519253,0.533776461751846
Abnormality of the respiratory system,Trophoblast giant cells,0,1,1
Abnormality of the respiratory system,Unipolar brush cells,0,1,1
Abnormality of the respiratory system,Ureteric bud cells,0,1,1
Abnormality of the respiratory system,Vascular endothelial cells,0,1,1
Abnormality of the respiratory system,Visceral neurons,10,0.0105231090422693,0.11306224133787
Abnormality of the breast,AFP ALB positive cells,0,1,1
Abnormality of the breast,Acinar cells,0,1,1
Abnormality of the breast,Adrenocortical cells,3,0.000773179167658596,0.0105839637172821
Abnormality of the breast,Amacrine cells,0,1,1
Abnormality of the breast,Antigen presenting cells,0,1,1
Abnormality of the breast,Astrocytes,0,1,1
Abnormality of the breast,Bipolar cells,0,1,1
Abnormality of the breast,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of the breast,CCL19 CCL21 positive cells,0,1,1
Abnormality of the breast,CLC IL5RA positive cells,0,1,1
Abnormality of the breast,CSH1 CSH2 positive cells,0,1,1
Abnormality of the breast,Cardiomyocytes,0,1,1
Abnormality of the breast,Chromaffin cells,0,1,1
Abnormality of the breast,Ciliated epithelial cells,0,1,1
Abnormality of the breast,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of the breast,Ductal cells,0,1,1
Abnormality of the breast,ELF3 AGBL2 positive cells,0,1,1
Abnormality of the breast,ENS glia,0,1,1
Abnormality of the breast,ENS neurons,0,1,1
Abnormality of the breast,Endocardial cells,0,1,1
Abnormality of the breast,Epicardial fat cells,0,1,1
Abnormality of the breast,Erythroblasts,0,1,1
Abnormality of the breast,Excitatory neurons,0,1,1
Abnormality of the breast,Extravillous trophoblasts,0,1,1
Abnormality of the breast,Ganglion cells,0,1,1
Abnormality of the breast,Goblet cells,0,1,1
Abnormality of the breast,Granule neurons,0,1,1
Abnormality of the breast,Hematopoietic stem cells,0,1,1
Abnormality of the breast,Hepatoblasts,0,1,1
Abnormality of the breast,Horizontal cells,0,1,1
Abnormality of the breast,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of the breast,Inhibitory interneurons,0,1,1
Abnormality of the breast,Inhibitory neurons,0,1,1
Abnormality of the breast,Intestinal epithelial cells,0,1,1
Abnormality of the breast,Islet endocrine cells,0,1,1
Abnormality of the breast,Lens fibre cells,0,1,1
Abnormality of the breast,Limbic system neurons,0,1,1
Abnormality of the breast,Lymphatic endothelial cells,0,1,1
Abnormality of the breast,Lymphoid cells,0,1,1
Abnormality of the breast,MUC13 DMBT1 positive cells,0,1,1
Abnormality of the breast,Megakaryocytes,0,1,1
Abnormality of the breast,Mesangial cells,0,1,1
Abnormality of the breast,Mesothelial cells,0,1,1
Abnormality of the breast,Metanephric cells,0,1,1
Abnormality of the breast,Microglia,0,1,1
Abnormality of the breast,Myeloid cells,0,1,1
Abnormality of the breast,Neuroendocrine cells,0,1,1
Abnormality of the breast,Oligodendrocytes,0,1,1
Abnormality of the breast,PAEP MECOM positive cells,0,1,1
Abnormality of the breast,PDE1C ACSM3 positive cells,0,1,1
Abnormality of the breast,PDE11A FAM19A2 positive cells,0,1,1
Abnormality of the breast,Parietal and chief cells,0,1,1
Abnormality of the breast,Photoreceptor cells,0,1,1
Abnormality of the breast,Purkinje neurons,0,1,1
Abnormality of the breast,Retinal pigment cells,0,1,1
Abnormality of the breast,Retinal progenitors and Muller glia,0,1,1
Abnormality of the breast,SATB2 LRRC7 positive cells,0,1,1
Abnormality of the breast,SKOR2 NPSR1 positive cells,0,1,1
Abnormality of the breast,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of the breast,SLC26A4 PAEP positive cells,3,0.000239750662535242,0.00378683097747972
Abnormality of the breast,STC2 TLX1 positive cells,0,1,1
Abnormality of the breast,Satellite cells,0,1,1
Abnormality of the breast,Schwann cells,0,1,1
Abnormality of the breast,Skeletal muscle cells,0,1,1
Abnormality of the breast,Smooth muscle cells,0,1,1
Abnormality of the breast,Squamous epithelial cells,0,1,1
Abnormality of the breast,Stellate cells,1,0.055319829752947,0.47549323434161
Abnormality of the breast,Stromal cells,0,1,1
Abnormality of the breast,Sympathoblasts,0,1,1
Abnormality of the breast,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the breast,Thymic epithelial cells,0,1,1
Abnormality of the breast,Thymocytes,0,1,1
Abnormality of the breast,Trophoblast giant cells,1,0.00192065258570806,0.0249955350590739
Abnormality of the breast,Unipolar brush cells,0,1,1
Abnormality of the breast,Ureteric bud cells,0,1,1
Abnormality of the breast,Vascular endothelial cells,0,1,1
Abnormality of the breast,Visceral neurons,0,1,1
Abnormality of limbs,AFP ALB positive cells,0,1,1
Abnormality of limbs,Acinar cells,0,1,1
Abnormality of limbs,Adrenocortical cells,0,1,1
Abnormality of limbs,Amacrine cells,9,0.943041070645187,1
Abnormality of limbs,Antigen presenting cells,0,1,1
Abnormality of limbs,Astrocytes,10,0.0532487618379813,0.46198925763657
Abnormality of limbs,Bipolar cells,0,1,1
Abnormality of limbs,Bronchiolar and alveolar epithelial cells,9,0.00246541416423988,0.0312060642158582
Abnormality of limbs,CCL19 CCL21 positive cells,0,1,1
Abnormality of limbs,CLC IL5RA positive cells,4,0.856593151099081,1
Abnormality of limbs,CSH1 CSH2 positive cells,0,1,1
Abnormality of limbs,Cardiomyocytes,17,0.0630102879585682,0.529286418851973
Abnormality of limbs,Chromaffin cells,1,0.913307007517844,1
Abnormality of limbs,Ciliated epithelial cells,9,0.586100435208019,1
Abnormality of limbs,Corneal and conjunctival epithelial cells,1,0.651573044318368,1
Abnormality of limbs,Ductal cells,0,1,1
Abnormality of limbs,ELF3 AGBL2 positive cells,14,0.0747227939177227,0.603003157903718
Abnormality of limbs,ENS glia,18,0.01617042726864,0.165099169019043
Abnormality of limbs,ENS neurons,1,0.955604767104406,1
Abnormality of limbs,Endocardial cells,0,1,1
Abnormality of limbs,Epicardial fat cells,3,0.0014353134314081,0.0190824404405912
Abnormality of limbs,Erythroblasts,0,1,1
Abnormality of limbs,Excitatory neurons,30,0.00148590562811888,0.0196139542911692
Abnormality of limbs,Extravillous trophoblasts,0,1,1
Abnormality of limbs,Ganglion cells,4,0.997620633795535,1
Abnormality of limbs,Goblet cells,0,1,1
Abnormality of limbs,Granule neurons,0,1,1
Abnormality of limbs,Hematopoietic stem cells,0,1,1
Abnormality of limbs,Hepatoblasts,0,1,1
Abnormality of limbs,Horizontal cells,0,1,1
Abnormality of limbs,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of limbs,Inhibitory interneurons,5,0.691622599835143,1
Abnormality of limbs,Inhibitory neurons,1,0.999908234769192,1
Abnormality of limbs,Intestinal epithelial cells,0,1,1
Abnormality of limbs,Islet endocrine cells,0,1,1
Abnormality of limbs,Lens fibre cells,0,1,1
Abnormality of limbs,Limbic system neurons,12,0.887471309244684,1
Abnormality of limbs,Lymphatic endothelial cells,5,0.05673580011222,0.483169394504067
Abnormality of limbs,Lymphoid cells,0,1,1
Abnormality of limbs,MUC13 DMBT1 positive cells,0,1,1
Abnormality of limbs,Megakaryocytes,0,1,1
Abnormality of limbs,Mesangial cells,30,2.49705132794732e-11,7.69091809007775e-10
Abnormality of limbs,Mesothelial cells,5,0.0468388780418345,0.414154290054116
Abnormality of limbs,Metanephric cells,0,1,1
Abnormality of limbs,Microglia,0,1,1
Abnormality of limbs,Myeloid cells,2,0.999966738331905,1
Abnormality of limbs,Neuroendocrine cells,0,1,1
Abnormality of limbs,Oligodendrocytes,3,0.838767497675216,1
Abnormality of limbs,PAEP MECOM positive cells,5,0.00212680559702806,0.0272940051618601
Abnormality of limbs,PDE1C ACSM3 positive cells,0,1,1
Abnormality of limbs,PDE11A FAM19A2 positive cells,1,0.969967495948375,1
Abnormality of limbs,Parietal and chief cells,0,1,1
Abnormality of limbs,Photoreceptor cells,0,1,1
Abnormality of limbs,Purkinje neurons,3,0.997718666412335,1
Abnormality of limbs,Retinal pigment cells,0,1,1
Abnormality of limbs,Retinal progenitors and Muller glia,16,0.213754319293564,1
Abnormality of limbs,SATB2 LRRC7 positive cells,15,0.258871800568179,1
Abnormality of limbs,SKOR2 NPSR1 positive cells,3,0.997377116672454,1
Abnormality of limbs,SLC24A4 PEX5L positive cells,2,0.998970278500981,1
Abnormality of limbs,SLC26A4 PAEP positive cells,0,1,1
Abnormality of limbs,STC2 TLX1 positive cells,0,1,1
Abnormality of limbs,Satellite cells,32,6.70329960476257e-08,1.72051356522239e-06
Abnormality of limbs,Schwann cells,10,0.0314624160545377,0.295139821668963
Abnormality of limbs,Skeletal muscle cells,81,2.72385474907367e-32,1.86432725047709e-30
Abnormality of limbs,Smooth muscle cells,13,0.0445652217815972,0.397857632137158
Abnormality of limbs,Squamous epithelial cells,10,0.0722988521504133,0.586001222692824
Abnormality of limbs,Stellate cells,6,0.0968149871874462,0.745475401343336
Abnormality of limbs,Stromal cells,50,1.60547240705976e-17,6.44981088749225e-16
Abnormality of limbs,Sympathoblasts,0,1,1
Abnormality of limbs,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of limbs,Thymic epithelial cells,0,1,1
Abnormality of limbs,Thymocytes,0,1,1
Abnormality of limbs,Trophoblast giant cells,0,1,1
Abnormality of limbs,Unipolar brush cells,0,1,1
Abnormality of limbs,Ureteric bud cells,4,0.0831447983713301,0.6580949167151
Abnormality of limbs,Vascular endothelial cells,0,1,1
Abnormality of limbs,Visceral neurons,5,0.864606583044366,1
Abnormality of the voice,AFP ALB positive cells,0,1,1
Abnormality of the voice,Acinar cells,0,1,1
Abnormality of the voice,Adrenocortical cells,0,1,1
Abnormality of the voice,Amacrine cells,0,1,1
Abnormality of the voice,Antigen presenting cells,0,1,1
Abnormality of the voice,Astrocytes,0,1,1
Abnormality of the voice,Bipolar cells,0,1,1
Abnormality of the voice,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of the voice,CCL19 CCL21 positive cells,0,1,1
Abnormality of the voice,CLC IL5RA positive cells,0,1,1
Abnormality of the voice,CSH1 CSH2 positive cells,0,1,1
Abnormality of the voice,Cardiomyocytes,0,1,1
Abnormality of the voice,Chromaffin cells,0,1,1
Abnormality of the voice,Ciliated epithelial cells,0,1,1
Abnormality of the voice,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of the voice,Ductal cells,0,1,1
Abnormality of the voice,ELF3 AGBL2 positive cells,0,1,1
Abnormality of the voice,ENS glia,0,1,1
Abnormality of the voice,ENS neurons,1,0.0840424244289846,0.6580949167151
Abnormality of the voice,Endocardial cells,0,1,1
Abnormality of the voice,Epicardial fat cells,0,1,1
Abnormality of the voice,Erythroblasts,0,1,1
Abnormality of the voice,Excitatory neurons,0,1,1
Abnormality of the voice,Extravillous trophoblasts,0,1,1
Abnormality of the voice,Ganglion cells,0,1,1
Abnormality of the voice,Goblet cells,0,1,1
Abnormality of the voice,Granule neurons,0,1,1
Abnormality of the voice,Hematopoietic stem cells,0,1,1
Abnormality of the voice,Hepatoblasts,0,1,1
Abnormality of the voice,Horizontal cells,0,1,1
Abnormality of the voice,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of the voice,Inhibitory interneurons,0,1,1
Abnormality of the voice,Inhibitory neurons,0,1,1
Abnormality of the voice,Intestinal epithelial cells,0,1,1
Abnormality of the voice,Islet endocrine cells,0,1,1
Abnormality of the voice,Lens fibre cells,0,1,1
Abnormality of the voice,Limbic system neurons,1,0.377561468660511,1
Abnormality of the voice,Lymphatic endothelial cells,0,1,1
Abnormality of the voice,Lymphoid cells,0,1,1
Abnormality of the voice,MUC13 DMBT1 positive cells,0,1,1
Abnormality of the voice,Megakaryocytes,0,1,1
Abnormality of the voice,Mesangial cells,0,1,1
Abnormality of the voice,Mesothelial cells,0,1,1
Abnormality of the voice,Metanephric cells,0,1,1
Abnormality of the voice,Microglia,0,1,1
Abnormality of the voice,Myeloid cells,0,1,1
Abnormality of the voice,Neuroendocrine cells,0,1,1
Abnormality of the voice,Oligodendrocytes,0,1,1
Abnormality of the voice,PAEP MECOM positive cells,0,1,1
Abnormality of the voice,PDE1C ACSM3 positive cells,0,1,1
Abnormality of the voice,PDE11A FAM19A2 positive cells,2,0.0041645696412664,0.0496524174003891
Abnormality of the voice,Parietal and chief cells,0,1,1
Abnormality of the voice,Photoreceptor cells,0,1,1
Abnormality of the voice,Purkinje neurons,0,1,1
Abnormality of the voice,Retinal pigment cells,0,1,1
Abnormality of the voice,Retinal progenitors and Muller glia,0,1,1
Abnormality of the voice,SATB2 LRRC7 positive cells,0,1,1
Abnormality of the voice,SKOR2 NPSR1 positive cells,0,1,1
Abnormality of the voice,SLC24A4 PEX5L positive cells,0,1,1
Abnormality of the voice,SLC26A4 PAEP positive cells,0,1,1
Abnormality of the voice,STC2 TLX1 positive cells,0,1,1
Abnormality of the voice,Satellite cells,0,1,1
Abnormality of the voice,Schwann cells,0,1,1
Abnormality of the voice,Skeletal muscle cells,2,0.0949463325462172,0.740341023398352
Abnormality of the voice,Smooth muscle cells,0,1,1
Abnormality of the voice,Squamous epithelial cells,2,0.0122659855439885,0.128792848211879
Abnormality of the voice,Stellate cells,0,1,1
Abnormality of the voice,Stromal cells,0,1,1
Abnormality of the voice,Sympathoblasts,0,1,1
Abnormality of the voice,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormality of the voice,Thymic epithelial cells,0,1,1
Abnormality of the voice,Thymocytes,0,1,1
Abnormality of the voice,Trophoblast giant cells,0,1,1
Abnormality of the voice,Unipolar brush cells,0,1,1
Abnormality of the voice,Ureteric bud cells,0,1,1
Abnormality of the voice,Vascular endothelial cells,0,1,1
Abnormality of the voice,Visceral neurons,5,1.25091547677077e-06,2.68801372217719e-05
Abnormal cellular phenotype,AFP ALB positive cells,0,1,1
Abnormal cellular phenotype,Acinar cells,0,1,1
Abnormal cellular phenotype,Adrenocortical cells,0,1,1
Abnormal cellular phenotype,Amacrine cells,0,1,1
Abnormal cellular phenotype,Antigen presenting cells,21,1.30135803784573e-10,3.81731691101414e-09
Abnormal cellular phenotype,Astrocytes,0,1,1
Abnormal cellular phenotype,Bipolar cells,0,1,1
Abnormal cellular phenotype,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormal cellular phenotype,CCL19 CCL21 positive cells,0,1,1
Abnormal cellular phenotype,CLC IL5RA positive cells,2,0.481984238384018,1
Abnormal cellular phenotype,CSH1 CSH2 positive cells,0,1,1
Abnormal cellular phenotype,Cardiomyocytes,4,0.367805593218338,1
Abnormal cellular phenotype,Chromaffin cells,0,1,1
Abnormal cellular phenotype,Ciliated epithelial cells,0,1,1
Abnormal cellular phenotype,Corneal and conjunctival epithelial cells,0,1,1
Abnormal cellular phenotype,Ductal cells,0,1,1
Abnormal cellular phenotype,ELF3 AGBL2 positive cells,4,0.234045289539528,1
Abnormal cellular phenotype,ENS glia,0,1,1
Abnormal cellular phenotype,ENS neurons,0,1,1
Abnormal cellular phenotype,Endocardial cells,0,1,1
Abnormal cellular phenotype,Epicardial fat cells,0,1,1
Abnormal cellular phenotype,Erythroblasts,0,1,1
Abnormal cellular phenotype,Excitatory neurons,0,1,1
Abnormal cellular phenotype,Extravillous trophoblasts,0,1,1
Abnormal cellular phenotype,Ganglion cells,0,1,1
Abnormal cellular phenotype,Goblet cells,0,1,1
Abnormal cellular phenotype,Granule neurons,0,1,1
Abnormal cellular phenotype,Hematopoietic stem cells,5,0.0051214990692456,0.0595253476727414
Abnormal cellular phenotype,Hepatoblasts,0,1,1
Abnormal cellular phenotype,Horizontal cells,0,1,1
Abnormal cellular phenotype,IGFBP1 DKK1 positive cells,0,1,1
Abnormal cellular phenotype,Inhibitory interneurons,0,1,1
Abnormal cellular phenotype,Inhibitory neurons,0,1,1
Abnormal cellular phenotype,Intestinal epithelial cells,0,1,1
Abnormal cellular phenotype,Islet endocrine cells,0,1,1
Abnormal cellular phenotype,Lens fibre cells,0,1,1
Abnormal cellular phenotype,Limbic system neurons,0,1,1
Abnormal cellular phenotype,Lymphatic endothelial cells,0,1,1
Abnormal cellular phenotype,Lymphoid cells,31,3.83595283233185e-19,1.64856763584866e-17
Abnormal cellular phenotype,MUC13 DMBT1 positive cells,0,1,1
Abnormal cellular phenotype,Megakaryocytes,0,1,1
Abnormal cellular phenotype,Mesangial cells,0,1,1
Abnormal cellular phenotype,Mesothelial cells,0,1,1
Abnormal cellular phenotype,Metanephric cells,0,1,1
Abnormal cellular phenotype,Microglia,0,1,1
Abnormal cellular phenotype,Myeloid cells,8,0.0190930600184575,0.189698789860803
Abnormal cellular phenotype,Neuroendocrine cells,0,1,1
Abnormal cellular phenotype,Oligodendrocytes,0,1,1
Abnormal cellular phenotype,PAEP MECOM positive cells,0,1,1
Abnormal cellular phenotype,PDE1C ACSM3 positive cells,0,1,1
Abnormal cellular phenotype,PDE11A FAM19A2 positive cells,0,1,1
Abnormal cellular phenotype,Parietal and chief cells,4,0.000359955262537366,0.00536449455781493
Abnormal cellular phenotype,Photoreceptor cells,0,1,1
Abnormal cellular phenotype,Purkinje neurons,0,1,1
Abnormal cellular phenotype,Retinal pigment cells,0,1,1
Abnormal cellular phenotype,Retinal progenitors and Muller glia,0,1,1
Abnormal cellular phenotype,SATB2 LRRC7 positive cells,0,1,1
Abnormal cellular phenotype,SKOR2 NPSR1 positive cells,0,1,1
Abnormal cellular phenotype,SLC24A4 PEX5L positive cells,0,1,1
Abnormal cellular phenotype,SLC26A4 PAEP positive cells,0,1,1
Abnormal cellular phenotype,STC2 TLX1 positive cells,6,4.26123102214876e-05,0.000787475492893092
Abnormal cellular phenotype,Satellite cells,0,1,1
Abnormal cellular phenotype,Schwann cells,0,1,1
Abnormal cellular phenotype,Skeletal muscle cells,1,0.993499982900009,1
Abnormal cellular phenotype,Smooth muscle cells,0,1,1
Abnormal cellular phenotype,Squamous epithelial cells,0,1,1
Abnormal cellular phenotype,Stellate cells,0,1,1
Abnormal cellular phenotype,Stromal cells,0,1,1
Abnormal cellular phenotype,Sympathoblasts,0,1,1
Abnormal cellular phenotype,Syncytiotrophoblasts and villous cytotrophoblasts,0,1,1
Abnormal cellular phenotype,Thymic epithelial cells,0,1,1
Abnormal cellular phenotype,Thymocytes,35,1.35468330749906e-26,7.15272786359505e-25
Abnormal cellular phenotype,Trophoblast giant cells,0,1,1
Abnormal cellular phenotype,Unipolar brush cells,0,1,1
Abnormal cellular phenotype,Ureteric bud cells,0,1,1
Abnormal cellular phenotype,Vascular endothelial cells,0,1,1
Abnormal cellular phenotype,Visceral neurons,0,1,1
Abnormality of the nose,AFP ALB positive cells,0,1,1
Abnormality of the nose,Acinar cells,0,1,1
Abnormality of the nose,Adrenocortical cells,0,1,1
Abnormality of the nose,Amacrine cells,0,1,1
Abnormality of the nose,Antigen presenting cells,0,1,1
Abnormality of the nose,Astrocytes,0,1,1
Abnormality of the nose,Bipolar cells,0,1,1
Abnormality of the nose,Bronchiolar and alveolar epithelial cells,0,1,1
Abnormality of the nose,CCL19 CCL21 positive cells,0,1,1
Abnormality of the nose,CLC IL5RA positive cells,0,1,1
Abnormality of the nose,CSH1 CSH2 positive cells,0,1,1
Abnormality of the nose,Cardiomyocytes,0,1,1
Abnormality of the nose,Chromaffin cells,0,1,1
Abnormality of the nose,Ciliated epithelial cells,0,1,1
Abnormality of the nose,Corneal and conjunctival epithelial cells,0,1,1
Abnormality of the nose,Ductal cells,0,1,1
Abnormality of the nose,ELF3 AGBL2 positive cells,0,1,1
Abnormality of the nose,ENS glia,0,1,1
Abnormality of the nose,ENS neurons,0,1,1
Abnormality of the nose,Endocardial cells,0,1,1
Abnormality of the nose,Epicardial fat cells,0,1,1
Abnormality of the nose,Erythroblasts,0,1,1
Abnormality of the nose,Excitatory neurons,0,1,1
Abnormality of the nose,Extravillous trophoblasts,0,1,1
Abnormality of the nose,Ganglion cells,0,1,1
Abnormality of the nose,Goblet cells,0,1,1
Abnormality of the nose,Granule neurons,0,1,1
Abnormality of the nose,Hematopoietic stem cells,0,1,1
Abnormality of the nose,Hepatoblasts,0,1,1
Abnormality of the nose,Horizontal cells,0,1,1
Abnormality of the nose,IGFBP1 DKK1 positive cells,0,1,1
Abnormality of the nose,Inhibitory interneurons,0,1,1
Abnormality of the nose,Inhibitory neurons,0,1,1
